id_herb,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi
,Lemon,Citrus limon,Lemo (Sumatra); Jeruk Lemon (Jawa); Limau Kuning (Kalimantan),,"Adalah tanaman buah dengan rasa asam yang sering digunakan dalam kesehatan. Buahnya kaya vitamin C dan senyawa bioaktif dengan sifat detoksifikasi dan antioksidan. Khasiatnya meliputi membantu meningkatkan imunitas, melancarkan pencernaan, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu menurunkan kadar kolesterol.","Kulit gatal
Jerawat
Kulit berminyak
Perut kembung
Mual","Vitamin C, asam sitrat, flavonoid"
,Lempuyang,Zingiber zerumbet,Lampuyang (Sunda); Puyang (Jawa).,,"Adalah tanaman herbal dengan rimpang yang sering digunakan dalam pengobatan tradisional. Rimpangnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan nafsu makan, mengatasi nyeri sendi, dan memperbaiki kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu memperbaiki daya tahan tubuh.","Perut kembung
Tidak nafsu makan
Kulit gatal
Nyeri haid
Gangguan pencernaan","Minyak atsiri, zerumbone, flavonoid"
,Labu Siam,Sechium edule,"Sayur Labu (Sumatera, Bali); Labu Manis (Jawa)",,"Adalah tanaman sayuran dengan buah hijau yang sering digunakan untuk kesehatan. Buahnya mengandung senyawa bioaktif dengan sifat diuretik dan antihipertensi. Khasiatnya meliputi membantu menurunkan tekanan darah, melancarkan pencernaan, dan menjaga kesehatan ginjal. Selain itu, tanaman ini juga dipercaya mampu meningkatkan metabolisme tubuh.","Sembelit
Dehidrasi
Panas dalam
Mata lelah
Susah tidur","Vitamin C, serat, mineral"
,Mangga,Mangifera indica,"Kuini (Aceh, Kalimantan); Pala (Bali); Kemuning (Sulawesi)",,"Adalah tanaman buah tropis yang kaya vitamin dan sering dikonsumsi untuk kesehatan. Buahnya mengandung senyawa bioaktif dengan sifat antioksidan dan meningkatkan daya tahan tubuh. Khasiatnya meliputi membantu menjaga kesehatan kulit, memperbaiki metabolisme, dan melindungi sistem imun. Selain itu, tanaman ini juga dipercaya mampu menurunkan risiko infeksi.","Kulit gatal
Luka
Dehidrasi
Panas dalam
Batuk","Vitamin A, vitamin C, flavonoid"
,Mint,Mentha spicata,Daun Selasih (Jawa); Pepermin (Sumatera),,"Adalah tanaman aromatik dengan daun kecil yang sering digunakan sebagai penyegar napas dan obat tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiseptik dan menenangkan. Khasiatnya meliputi membantu mengatasi gangguan pencernaan, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga dipercaya mampu memperbaiki suasana hati.","Mual
Perut kembung
Bau mulut
Kulit gatal
Jerawat","Mentol, asam rosmarinat, flavonoid"
,Manjakani,Quercus infectoria,Kayu Manjakani (Aceh); Ranggon (Sumatera),,"Adalah tanaman herbal dengan buah kecil yang sering digunakan dalam kesehatan kewanitaan. Buahnya mengandung senyawa bioaktif dengan sifat antiseptik dan astringen. Khasiatnya meliputi membantu memperbaiki kesehatan organ reproduksi, mengurangi keputihan, dan mempercepat penyembuhan luka. Selain itu, tanaman ini juga dipercaya mampu meningkatkan elastisitas kulit.","Jerawat
Nyeri haid
Kembung
Bau badan
Iritasi kulit
Sakit perut
Sariawan
Wasir","Tanin, flavonoid, saponin, asam galat, asam ellagic, kalium, kalsium."
,Lempuyang Wangi,Zingiber aromaticum,Temu Wangi (Jawa); Lempung Wangi (Bali); Sengkawang Wangi (Sumatera),,"Adalah tanaman herbal dengan rimpang yang sering digunakan untuk kesehatan. Rimpangnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan memperbaiki pencernaan. Khasiatnya meliputi membantu meredakan nyeri, meningkatkan daya tahan tubuh, dan memperbaiki metabolisme. Selain itu, tanaman ini juga dipercaya mampu menjaga fungsi hati.","Sakit kepala
Pusing
Tenggorokan gatal
Kembung
Kulit kasar","Zingiberen, kurkumin, minyak atsiri, flavonoid, saponin, alkaloid."
,Mangkokan,Polyscias scutellaria,Papayunan (Jawa); Kumpay (Bali),,"Adalah tanaman herbal dengan daun lebar yang sering digunakan untuk kesehatan. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan kualitas ASI, mempercepat regenerasi jaringan, dan menjaga kesehatan rambut. Selain itu, tanaman ini juga dipercaya mampu melindungi kulit dari infeksi.","Sakit kepala
Kembung
Tenggorokan kering
Kulit kasar
Mata lelah","Saponin, flavonoid, alkaloid, tannin, minyak atsiri."
,Meniran,Phyllanthus urinaria,Menirang (Jawa); Pecah Beling (Aceh); Cebol (Sulawesi),,"Adalah tanaman herbal kecil yang sering digunakan dalam pengobatan tradisional untuk meningkatkan daya tahan tubuh. Daunnya mengandung senyawa bioaktif dengan sifat imunostimulan dan antimikroba. Khasiatnya meliputi membantu melawan infeksi, memperbaiki fungsi hati, dan menjaga kesehatan ginjal. Selain itu, tanaman ini juga dipercaya mampu melindungi saluran kemih.","4o mini
Sakit kepala
Kulit kering
Tenggorokan kering
Wajah berminyak","Flavonoid, alkaloid, tannin, minyak atsiri"
,Mimba,Azadirachta indica,Neem (Bali); Sambiloto (Sumatera); Nimba (Jawa),,"Adalah tanaman herbal dengan daun kecil yang sering digunakan sebagai antimalaria dan antiseptik. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mengatasi infeksi kulit, memperbaiki kesehatan rambut, dan meningkatkan kekebalan tubuh. Selain itu, tanaman ini juga dipercaya mampu mengontrol kadar gula darah.","Keringat berlebih
Gatal pada kulit
Perut kembung
Sakit kepala
Bau badan","Azadirachtin, nimbin, nimbidin, flavonoid, alkaloid"
,Mindi Kecil,Melia azedarach,Mindi (Bali); Pundut (Sulawesi); Kapok (Jawa),,"Adalah tanaman herbal dengan daun majemuk yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiparasit dan antiinflamasi. Khasiatnya meliputi membantu mengatasi nyeri sendi, mengurangi peradangan, dan menjaga kesehatan saluran pencernaan. Selain itu, tanaman ini juga dipercaya mampu melawan infeksi.","Sakit kepala
Kulit gatal
Perut kembung
Pusing kepala
Sakit pada otot","Alkaloid, flavonoid, saponin"
,Mondokaki,Ervatamia divaricata,Daun Kaki (Bali),,"Adalah tanaman hias dengan bunga putih yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat menenangkan dan antiseptik. Khasiatnya meliputi membantu meredakan stres, memperbaiki kualitas tidur, dan mengurangi nyeri ringan. Selain itu, tanaman ini juga dipercaya mampu memperbaiki suasana hati.","Sakit kepala
Pusing
Kaki pegal
Perut kembung
Tenggorokan gatal","Flavonoid, saponin, alkaloid, tanin"
,Nampu,Amorphophallus campanulatus,Kentel (Jawa); Taro (Melayu); Umbi Kembang (Sumatera),,"Adalah tanaman herbal dengan umbi yang sering digunakan sebagai sumber karbohidrat alternatif. Umbinya mengandung senyawa bioaktif dengan sifat penurun kolesterol dan memperbaiki metabolisme. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, memperbaiki kesehatan pencernaan, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu melindungi tubuh dari radikal bebas.","Perut kembung
Mulut kering
Pusing
Telinga berdenging
Tenggorokan kering","Flavonoid, saponin, alkaloid, tanin"
,Ngokilo,Stachytarpheta jamaicensis,Kilo-Kilo (Jawa); Kelo (Melayu); Teratai Suku (Sumatera),,"Adalah tanaman herbal dengan bunga ungu kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu mengatasi batuk, memperbaiki kesehatan pernapasan, dan melindungi tubuh dari infeksi. Selain itu, tanaman ini juga dipercaya mampu meningkatkan stamina tubuh.","Mata lelah
Kulit kering
Sakit kepala
Perut kembung
Tenggorokan gatal","Alkaloid, flavonoid, tanin, saponin"
,Patikan Kerbau,Euphorbia hirta,Daun Patikan (Jawa); Selap (Aceh); Klotekan (Sumatera),,"Adalah tanaman herbal kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan pernapasan. Daunnya mengandung senyawa bioaktif dengan sifat antiasma dan antiinflamasi. Khasiatnya meliputi membantu meredakan batuk, memperbaiki kesehatan paru-paru, dan meningkatkan sistem imun. Selain itu, tanaman ini juga dipercaya mampu melindungi tubuh dari alergi.","Pembengkakan
Perut kembung
Sakit kepala
Kulit iritasi","Flavonoid, alkaloid, saponin"
,Pecut Kuda,Stachytarpheta indica,Pecut (Sumatera); Teratai Biru (Jawa),,"Adalah tanaman herbal dengan bunga kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan menenangkan. Khasiatnya meliputi membantu meredakan demam, memperbaiki kesehatan saluran pernapasan, dan mengatasi nyeri ringan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan kualitas tidur.","Sakit kepala
Perut kembung
Nyeri otot
Sakit gigi
Pembengkakan","Alkaloid, flavonoid, saponin"
,Permot,Passiflora foetida,Telur Sapi (Melayu); Bunga Cuka (Jawa); Daun Cuka (Sumatera),,"Adalah tanaman herbal dengan bunga kecil yang sering digunakan untuk kesehatan. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan penenang. Khasiatnya meliputi membantu mengatasi insomnia, memperbaiki kesehatan saraf, dan menjaga keseimbangan hormon. Selain itu, tanaman ini juga dipercaya mampu meredakan stres.","Perut kembung
Mual
Sakit kepala
Nafsu makan berkurang
Gangguan tidur","Alkaloid, flavonoid, saponin"
,Portulaka,Portulaca oleracea,Kenikir (Jawa); Kangkung Laut (Bali); Sayur Kuntum (Sulawesi),,"Adalah tanaman liar dengan daun kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antioksidan dan antiinflamasi. Khasiatnya meliputi membantu mengatasi peradangan, memperbaiki kesehatan kulit, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu melancarkan pencernaan.","Mata lelah
Kulit kering
Perut kembung
Sakit kepala
Kulit berjerawat","Asam lemak omega-3, flavonoid, saponin"
,Poslen,Physalis angulata,Tompel (Sumatera); Beligo (Jawa),,"Adalah tanaman herbal dengan buah kecil berbentuk lentera yang sering digunakan dalam pengobatan tradisional. Buahnya mengandung senyawa bioaktif dengan sifat antidiabetes dan antiinflamasi. Khasiatnya meliputi membantu menurunkan kadar gula darah, memperbaiki metabolisme, dan menjaga kesehatan hati. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi ginjal.","Kelelahan
Pusing
Stres
Gangguan tidur
Kulit kasar","Alkaloid, flavonoid, tanin, saponin"
,Pulai,Alstonia scholaris,Kayu Pulai (Jawa); Kayu Sawi (Sumatera),,"Adalah tanaman dengan kulit batang yang sering digunakan dalam pengobatan tradisional. Kulitnya mengandung senyawa bioaktif dengan sifat antimalaria dan antimikroba. Khasiatnya meliputi membantu meredakan demam, meningkatkan kekebalan tubuh, dan memperbaiki kesehatan pernapasan. Selain itu, tanaman ini juga dipercaya mampu mempercepat penyembuhan luka.","Sakit kepala
Perut kembung
Pusing
Sakit tenggorokan
Kulit kering","Alkaloid, flavonoid, tanin"
,Pule Pandak,Rauvolfia serpentina,Serbent (Aceh); Sari Pandak (Jawa),,"Adalah tanaman herbal dengan akar yang sering digunakan dalam pengobatan tradisional. Akarnya mengandung senyawa bioaktif dengan sifat penenang dan antihipertensi. Khasiatnya meliputi membantu menurunkan tekanan darah, meredakan stres, dan memperbaiki kualitas tidur. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan jantung.","Mata lelah
Kulit kering
Pencernaan lambat
Perut kembung
Tenggorokan kering","Alkaloid, flavonoid, saponin"
,Pulutan,Sida rhombifolia,Sembung (Sumatera); Sambung Nyawa (Jawa),,"Adalah tanaman herbal kecil yang sering digunakan dalam pengobatan tradisional untuk kesehatan sendi. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan antinyeri. Khasiatnya meliputi membantu meredakan nyeri sendi, meningkatkan fleksibilitas, dan mempercepat penyembuhan luka. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan kulit.","Sakit kepala
Mata lelah
Pencernaan lambat
Perut kembung
Tenggorokan kering","Flavonoid, alkaloid, tanin"
,Saga,Abrus precatorius,Benang Saga (Jawa); Katul Saga (Sumatera),,"Adalah tanaman herbal dengan daun kecil yang sering digunakan untuk kesehatan tenggorokan. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meredakan batuk, mengatasi radang tenggorokan, dan mempercepat penyembuhan luka ringan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan imunitas tubuh.","Perut kembung
Sakit kepala
Lelah
Tenggorokan gatal
Kulit kering","Saponin, flavonoid, alkaloid, tanin"
,Salam,Syzygium polyanthum,Jambu Salam (Sumatera); Saro (Sulawesi),,"Adalah tanaman rempah dengan daun yang sering digunakan sebagai bumbu masak dan obat tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antihipertensi dan antioksidan. Khasiatnya meliputi membantu menurunkan kadar gula darah, menjaga kesehatan jantung, dan memperbaiki metabolisme tubuh. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi pencernaan.","Bau mulut
Perut kembung
Sakit kepala
Pencernaan terganggu
Kelelahan","Tanin, flavonoid, minyak atsiri"
,Salvia,Salvia officinalis,"Sage (Sumatera, Bali); Herbal Salvia (Jawa)",,"Adalah tanaman herbal dengan daun kecil yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan meningkatkan fungsi kognitif. Khasiatnya meliputi membantu meredakan stres, memperbaiki daya ingat, dan menjaga kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","4o mini
Tenggorokan gatal
Keringat berlebihan
Stres atau kecemasan
Gangguan tidur","Asam rosmarinat, flavonoid, minyak atsiri, tanin"
,Sambang darah,Excoecaria cochinchinensis,Daun Darah (Aceh); Kayu Darah (Sulawesi),,"Adalah tanaman herbal dengan daun kecil berwarna merah yang sering digunakan untuk kesehatan. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan antimikroba. Khasiatnya meliputi membantu mempercepat penyembuhan luka, meningkatkan sirkulasi darah, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Sakit kepala
Perut kembung
Gangguan pencernaan
Gatal pada kulit
Batuk berdahak","Flavonoid, saponin, alkaloid"
,Sambang Getih,Alternanthera sessilis,Madu Getih (Jawa); Pucuk Getih (Sumatera),,"Adalah tanaman herbal dengan daun kecil yang sering digunakan untuk kesehatan darah. Daunnya mengandung senyawa bioaktif dengan sifat penambah darah dan antioksidan. Khasiatnya meliputi membantu mengatasi anemia, meningkatkan stamina, dan mempercepat penyembuhan luka. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Pusing
Perut kembung
Sakit kepala
Kaki bengkak
Sakit tenggorokan","Flavonoid, alkaloid, saponin"
,Sambiloto,Andrographis paniculata,"Daun Bidadari (Jawa, Bali)",,"Adalah tanaman herbal dengan rasa pahit yang sering digunakan untuk meningkatkan daya tahan tubuh. Daunnya mengandung senyawa bioaktif dengan sifat antiradang dan antimikroba. Khasiatnya meliputi membantu melawan infeksi, memperbaiki fungsi hati, dan menjaga kesehatan pernapasan. Selain itu, tanaman ini juga dipercaya mampu mempercepat penyembuhan luka.","Demam
Sakit kepala
Perut kembung
Tenggorokan gatal
Kelelahan","Andrografolid, flavonoid, alkaloid, saponin"
,Sambung Nyawa,Gynura procumbens,Daun Sehat (Bali); Tumbling Seed (Jawa); Jiwantut (Sumatera),,"Adalah tanaman herbal dengan daun berbentuk lonjong yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antihipertensi dan antiinflamasi. Khasiatnya meliputi membantu menurunkan tekanan darah, meningkatkan imunitas, dan memperbaiki kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu menjaga keseimbangan gula darah.","Perut kembung
Sakit kepala
Mata lelah
Pencernaan tidak lancar
Kulit kering","Flavonoid, alkaloid, saponin, minyak atsiri"
,Sangitan,Leea indica,Sangan (Jawa); Kayu Tulis (Sulawesi),,"Adalah tanaman herbal dengan daun hijau yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan antimikroba. Khasiatnya meliputi membantu mengatasi diare, meredakan nyeri, dan meningkatkan kekebalan tubuh. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Perut kembung
Sakit kepala
Tenggorokan kering
Kelelahan
Gangguan pencernaan","Saponin, flavonoid, alkaloid"
,Sengketan,Desmodium triflorum,Sengguni (Sumatera); Daun Sengket (Jawa),,"Adalah tanaman herbal kecil yang sering ditemukan di lahan terbuka dan digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meredakan batuk, mempercepat penyembuhan luka, dan mengatasi demam. Selain itu, tanaman ini juga dipercaya mampu memperbaiki fungsi pernapasan.","Sakit kepala
Perut kembung
Tenggorokan gatal
Kulit gatal
Mata lelah","Flavonoid, alkaloid, saponin"
,Sawi Langit,Vernonia cinerea,Sawi Gunung (Jawa); Sawi Kecik (Bali); Sawi Wuluh (Sumatera),,"Adalah tanaman herbal kecil dengan daun halus yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat penenang dan antiinflamasi. Khasiatnya meliputi membantu meredakan stres, mengatasi nyeri ringan, dan meningkatkan nafsu makan. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kualitas tidur.","Mata lelah
Kulit kering
Sakit kepala
Perut kembung
Tenggorokan gatal","Flavonoid, saponin, alkaloid"
,Sawi Tanah,Lactuca indica,"Selada (Jawa, Bali); Selada Padang (Sumatera); Lettu (Sulawesi)",,"Adalah tanaman liar dengan daun yang sering digunakan sebagai sayuran dan obat tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiradang dan menenangkan. Khasiatnya meliputi membantu melancarkan pencernaan, mengatasi batuk, dan meningkatkan imunitas. Selain itu, tanaman ini juga dipercaya mampu memperbaiki kesehatan kulit.","Sakit kepala ringan
Perut kembung
Kulit gatal
Demam ringan
Sakit pinggang","Flavonoid, saponin, tanin"
,Secang,Caesalpinia sappan,Kayu Secang (Jawa); Sengon (Melayu); Sangan (Sumatera),,"Adalah tanaman herbal dengan kayu yang sering digunakan untuk minuman kesehatan dan pengobatan tradisional. Kayunya mengandung senyawa bioaktif dengan sifat antioksidan dan antimikroba. Khasiatnya meliputi membantu menurunkan demam, meningkatkan daya tahan tubuh, dan memperbaiki metabolisme. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan jantung.","4o mini
Wajah kusam
Sakit pada sendi
Perut kembung
Lelah","Tanin, flavonoid, saponin"
,Seledri,Apium graveolens,Seleri (Jawa); Selederi (Sumatera); Celor (Bali),,"Adalah tanaman herbal dengan daun hijau kecil yang sering digunakan sebagai bumbu masak dan obat tradisional. Daunnya mengandung senyawa bioaktif dengan sifat diuretik dan antihipertensi. Khasiatnya meliputi membantu menurunkan tekanan darah, meningkatkan kesehatan ginjal, dan menjaga keseimbangan cairan tubuh. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Mata lelah
Perut kembung
Sakit kepala
Kulit kusam
Kelelahan","Asam folat, flavonoid, kalium, kalsium"
,Semanggi Gunung,Hydrocotyle sibthorpioides,Semanggi (Jawa); Klodhi (Bali); Komplong (Sumatera),,"Adalah tanaman herbal kecil yang sering ditemukan di dataran tinggi dan digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan menenangkan. Khasiatnya meliputi membantu mempercepat penyembuhan luka, mengatasi nyeri ringan, dan menjaga kesehatan kulit. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Sakit kepala
Perut kembung
Pusing
Lelah
Kulit kasar","Flavonoid, saponin, alkaloid"
,Sembung,Blumea balsamifera,"Sambung (Jawa, Bali); Sembung Daun (Aceh); Sambung Tanah (Sulawesi)",,"Adalah tanaman herbal besar dengan daun lebar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiradang dan meluruhkan dahak. Khasiatnya meliputi membantu meredakan batuk, memperbaiki kesehatan pernapasan, dan meningkatkan metabolisme. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan hati.","Sakit kepala
Perut kembung
Sakit tenggorokan
Sesak napas
Kelalahan","Flavonoid, saponin, alkaloid, minyak atsiri"
,Senggani,Melastoma malabathricum,Senggani Bulu (Jawa); Senggani Tanah (Sumatera); Gani (Bali),,"Adalah tanaman berbunga dengan daun kasar yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiseptik dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu mengatasi infeksi kulit, memperbaiki kesehatan jaringan, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan stamina tubuh.","Perut kembung
Pusing
Sakit kepala
Tenggorokan kering
Pusing karena dehidrasi","Flavonoid, alkaloid, saponin"
,Senggugu,Clerodendrum serratum,Senggugu Londo (Jawa); Gugu (Bali); Aso (Aceh),,"Adalah tanaman herbal dengan bunga kecil yang sering digunakan untuk kesehatan. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan diuretik. Khasiatnya meliputi membantu mengatasi asma, meningkatkan fungsi ginjal, dan memperbaiki kesehatan saluran kemih. Selain itu, tanaman ini juga dipercaya mampu menjaga metabolisme tubuh.","Sakit kepala
Perut kembung
Sakit tenggorokan
Badan lelah
Mata lelah","Flavonoid, alkaloid, saponin"
,Sereh,Cymbopogon citratus,"Serai (Jawa, Bali); Sereh Wuluh (Sumatera); Sereh Manis (Melayu)",,"Adalah tanaman herbal dengan daun panjang yang sering digunakan sebagai bumbu masakan dan obat tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan aromaterapi. Khasiatnya meliputi membantu menurunkan demam, meredakan stres, dan melancarkan pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan kualitas tidur.","Perut kembung
Sakit kepala
Tubuh pegal
Lelah
Pusing","Minyak atsiri, flavonoid, saponin"
,Sesuru,Sesbania grandiflora,Sesoro (Jawa); Sesi (Bali); Keluwo (Madura),,"Adalah tanaman berbunga yang sering digunakan dalam pengobatan tradisional untuk kesehatan tulang dan gigi. Bunganya mengandung senyawa bioaktif dengan sifat antiinflamasi dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu meningkatkan kekuatan tulang, menjaga kesehatan kulit, dan memperbaiki metabolisme. Selain itu, tanaman ini juga dipercaya mampu meningkatkan stamina tubuh.","Perut kembung
Pusing kepala
Sakit tenggorokan
Mata lelah
Kulit kering","Saponin, flavonoid, alkaloid"
,Siantan,Ixora coccinea,Kembang Siantan (Jawa); Siantang (Bali); Muncung (Aceh),,"Adalah tanaman hias dengan bunga kecil berwarna merah yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meredakan diare, mengatasi infeksi kulit, dan memperbaiki kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya mampu meningkatkan kekebalan tubuh.","Sakit kepala
Perut kembung
Pencernaan tidak lancar
Gangguan tidur
Kelelahan otot","Flavonoid, alkaloid, saponin"
,Sidaguri,Sida acuta,Sidaguri Kecil (Jawa); Sidaguri Tanah (Sulawesi),,"Adalah tanaman herbal kecil yang sering digunakan untuk kesehatan sendi. Daunnya mengandung senyawa bioaktif dengan sifat antinyeri dan antiinflamasi. Khasiatnya meliputi membantu meredakan nyeri sendi, mengurangi peradangan, dan meningkatkan fleksibilitas tubuh. Selain itu, tanaman ini juga dipercaya mampu mempercepat penyembuhan luka.","Sakit kepala
Perut kembung
Tenggorokan gatal
Kulit kering
Kelelahan","Flavonoid, alkaloid, saponin"
,Sirih,Piper betle,"Sirih Bunga (Jawa); Sirih Daun (Sumatera); Betel (Melayu, Bali)",,"Adalah tanaman herbal dengan daun hijau yang sering digunakan untuk kesehatan mulut dan tubuh. Daunnya mengandung senyawa bioaktif dengan sifat antiseptik dan antibakteri. Khasiatnya meliputi membantu mengatasi bau mulut, memperbaiki kesehatan gigi, dan mengurangi risiko infeksi. Selain itu, tanaman ini juga dipercaya mampu mempercepat penyembuhan luka.","Gigi berlubang
Bau mulut
Kulit kering
Tenggorokan kering
Perut kembung","Minyak atsiri, flavonoid, tanin, saponin"
,Sirsak,Annona muricata,Nangka Belanda (Jawa); Nangka Jepang (Sumatera); Sirsak Tua (Aceh),,"Adalah tanaman buah tropis dengan daging buah lembut yang sering digunakan dalam kesehatan. Daunnya mengandung senyawa bioaktif dengan sifat antikanker dan meningkatkan imunitas. Khasiatnya meliputi membantu melindungi tubuh dari radikal bebas, mengurangi peradangan, dan meningkatkan daya tahan tubuh. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan pencernaan.","Sakit kepala
Perut kembung
Kelelahan
Gangguan tidur
Nyeri otot","Asam askorbat, acetogenins, saponin"
,Sisik Naga,Drynaria quercifolia,Sisik Naga Daun (Jawa); Sisik Naga Batu (Bali),,"Adalah tanaman herbal dengan daun unik yang sering digunakan untuk kesehatan tulang. Daunnya mengandung senyawa bioaktif dengan sifat antinyeri dan mempercepat penyembuhan luka. Khasiatnya meliputi membantu memperbaiki kesehatan tulang, mengurangi nyeri sendi, dan meningkatkan kekuatan jaringan. Selain itu, tanaman ini juga dipercaya mampu memperbaiki metabolisme.","Sakit kepala
Pusing
Perut kembung
Tenggorokan kering
Kulit kasar","Tanin, flavonoid, alkaloid, saponin"
,Sosor Bebek,Kalanchoe pinnata,Sosor (Jawa); Kayu Bebek (Sumatera); Jelumbar (Sulawesi),,"Adalah tanaman sukulen dengan daun berdaging yang sering digunakan dalam pengobatan tradisional. Daunnya mengandung senyawa bioaktif dengan sifat antiinflamasi dan antiseptik. Khasiatnya meliputi membantu meredakan iritasi kulit, mempercepat penyembuhan luka, dan mengatasi infeksi ringan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Perut kembung
Sakit kepala
Kulit gatal
Bibir kering
Tenggorokan kering","Flavonoid, saponin, alkaloid"
,Srigading,Nyctanthes arbor-tristis,Srigading Putih (Jawa); Srigading Bunga (Aceh),,"Adalah tanaman berbunga dengan bunga kecil berwarna putih yang sering digunakan dalam pengobatan tradisional. Bunganya mengandung senyawa bioaktif dengan sifat penenang dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan kualitas tidur, meredakan stres, dan memperbaiki metabolisme tubuh. Selain itu, tanaman ini juga dipercaya mampu meningkatkan daya tahan tubuh.","Sakit kepala
Perut kembung
Kulit gatal
Kelelahan
Tenggorokan kering","Flavonoid, alkaloid, saponin"
,Srikaya,Annona squamosa,Srikaya Manis (Jawa); Srikaya Madu (Sumatera); Durian Srikaya (Bali),,"Adalah tanaman buah tropis dengan rasa manis yang khas. Buahnya mengandung senyawa bioaktif dengan sifat antioksidan dan meningkatkan energi. Khasiatnya meliputi membantu menjaga kesehatan jantung, memperbaiki metabolisme, dan meningkatkan daya tahan tubuh. Selain itu, tanaman ini juga dipercaya mampu melindungi sistem imun.","Kelelahan
Sakit kepala
Kulit kering
Perut kembung
Tenggorokan kering","Vitamin C, asam folat, flavonoid"
